[2024-12-19 14:26:42] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 13:44:55] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 13:48:17] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 13:51:12] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 14:01:03] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 14:01:58] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 14:06:09] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 14:06:31] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 14:06:56] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 14:10:09] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 14:10:28] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a warning! Moderate inappropriate language is not tolerated.
[2024-12-20 14:14:25] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a warning! Moderate inappropriate language is not tolerated.
[2024-12-20 14:14:39] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated.
[2024-12-20 14:18:13] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 14:18:24] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated.
[2024-12-20 14:22:41] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 14:23:14] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a warning! Strong inappropriate language is not tolerated.
[2024-12-20 14:26:50] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 14:34:24] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 14:34:36] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a warning! Strong inappropriate language is not tolerated.
[2024-12-20 16:20:37] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated.
[2024-12-20 16:21:18] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a warning! Strong inappropriate language is not tolerated.
[2024-12-20 16:21:41] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated.
[2024-12-20 16:22:43] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a warning! Strong inappropriate language is not tolerated.
[2024-12-20 16:23:33] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated.
[2024-12-20 16:23:59] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a warning! Strong inappropriate language is not tolerated.
[2024-12-20 16:26:38] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a warning! Strong inappropriate language is not tolerated.
[2024-12-20 16:33:07] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 16:33:14] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 2.8.
[2024-12-20 16:33:23] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 2.8.
[2024-12-20 16:36:59] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 16:38:20] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 16:38:56] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 16:49:04] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 16:53:15] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 16:53:23] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a warning! Strong inappropriate language is not tolerated. Your current score is 1.8.
[2024-12-20 16:54:53] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 16:58:32] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 4.0.
[2024-12-20 17:04:49] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 17:04:55] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 3.0.
[2024-12-20 17:10:38] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 17:13:38] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 3.0.
[2024-12-20 17:31:34] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 4.0.
[2024-12-20 17:31:35] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 7.0.
[2024-12-20 17:31:37] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 10.0.
[2024-12-20 17:31:38] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 13.0.
[2024-12-20 17:31:39] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 16.0.
[2024-12-20 17:31:40] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 19.0.
[2024-12-20 17:31:42] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 22.0.
[2024-12-20 17:31:43] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 25.0.
[2024-12-20 17:31:45] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 28.0.
[2024-12-20 17:31:47] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 31.0.
[2024-12-20 17:31:51] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 34.0.
[2024-12-20 17:38:42] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 17:38:55] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 3.0.
[2024-12-20 17:38:57] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 6.0.
[2024-12-20 17:38:59] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 9.0.
[2024-12-20 17:39:00] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 12.0.
[2024-12-20 17:39:03] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 15.0.
[2024-12-20 17:39:03] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 18.0.
[2024-12-20 17:39:04] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 21.0.
[2024-12-20 17:39:05] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 24.0.
[2024-12-20 17:39:06] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 27.0.
[2024-12-20 17:39:06] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 30.0.
[2024-12-20 17:53:43] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 17:57:43] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 3.0.
[2024-12-20 17:57:44] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 6.0.
[2024-12-20 17:57:45] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 9.0.
[2024-12-20 17:57:45] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 12.0.
[2024-12-20 17:57:46] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 15.0.
[2024-12-20 17:57:47] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 18.0.
[2024-12-20 17:57:47] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 21.0.
[2024-12-20 17:57:47] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 24.0.
[2024-12-20 17:57:48] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 27.0.
[2024-12-20 17:57:52] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 30.0.
[2024-12-20 17:57:53] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 33.0.
[2024-12-20 18:03:05] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 18:03:32] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 3.0.
[2024-12-20 18:03:35] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 6.0.
[2024-12-20 18:03:37] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 9.0.
[2024-12-20 18:03:41] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 12.0.
[2024-12-20 18:15:27] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 18:15:44] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 18:16:00] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 3.0.
[2024-12-20 18:16:04] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a warning! Strong inappropriate language is not tolerated. Your current score is 5.0.
[2024-12-20 18:16:07] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a warning! Strong inappropriate language is not tolerated. Your current score is 7.0.
[2024-12-20 18:21:52] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 18:21:59] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 3.0.
[2024-12-20 18:23:54] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 18:25:21] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-20 18:26:48] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 2.8.
[2024-12-21 10:32:15] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 10:32:27] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a warning! Strong inappropriate language is not tolerated. Your current score is 1.8.
[2024-12-21 10:33:06] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 10:33:26] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a warning! Strong inappropriate language is not tolerated. Your current score is 1.8.
[2024-12-21 10:34:13] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a warning! Strong inappropriate language is not tolerated. Your current score is 3.8.
[2024-12-21 10:37:14] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 6.8.
[2024-12-21 10:37:18] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 9.8.
[2024-12-21 10:38:26] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 10:38:33] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 3.0.
[2024-12-21 10:38:37] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 5.8.
[2024-12-21 10:40:31] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 10:40:36] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 2.6.
[2024-12-21 10:40:52] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 5.2.
[2024-12-21 10:41:54] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 10:42:03] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 2.6.
[2024-12-21 10:42:10] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 5.2.
[2024-12-21 10:42:51] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 7.800000000000001.
[2024-12-21 10:43:29] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 10:43:37] [WARNING ] discord: Message from Clash Bot#2333: <@970430024463319072>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 3.0.
[2024-12-21 10:45:18] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 3.0.
[2024-12-21 10:45:20] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 6.0.
[2024-12-21 10:47:56] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 10:48:18] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 3.0.
[2024-12-21 10:48:19] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 6.0.
[2024-12-21 10:48:20] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. Your current score is 9.0.
[2024-12-21 10:54:03] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 10:58:55] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 10:59:18] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 10:59:23] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 1.0 left. Your current score is 2.8.
[2024-12-21 11:02:16] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 11:46:37] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 11:48:11] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 11:50:43] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 1.0 left. Your current score is 2.8.
[2024-12-21 11:54:06] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 0.0 left. Your current score is 5.6.
[2024-12-21 11:54:09] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have -1.0 left. Your current score is 8.399999999999999.
[2024-12-21 12:30:26] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 12:30:42] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have inf warningsleft. Your current score is 2.8.
[2024-12-21 12:37:55] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 12:40:55] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 2 warningsleft. Your current score is 2.8.
[2024-12-21 12:41:22] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 1 warningsleft. Your current score is 5.6.
[2024-12-21 12:43:04] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 0 warningsleft. Your current score is 8.399999999999999.
[2024-12-21 12:44:20] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have -1 warningsleft. Your current score is 11.2.
[2024-12-21 14:10:38] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 14:12:13] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 2 warnings left. Your current score is 2.8.
[2024-12-21 14:12:16] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 2 warnings left. Your current score is 2.8.
[2024-12-21 14:14:58] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 14:15:04] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 2 warnings left. Your current score is 2.8.
[2024-12-21 14:15:08] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 1 warnings left. Your current score is 5.6.
[2024-12-21 14:15:10] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 0 warnings left. Your current score is 8.6.
[2024-12-21 14:15:17] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 2 warnings left. Your current score is 3.0.
[2024-12-21 18:53:14] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 18:53:41] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 18:57:01] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 19:00:53] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 19:02:14] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 19:06:38] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 19:06:51] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 2 warnings left. Your current score is 3.0.
[2024-12-21 19:13:06] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 19:14:16] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 19:16:48] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 19:19:26] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 19:28:05] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 21:02:45] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 21:04:10] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 21:06:33] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 21:10:05] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 21:19:53] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 21:20:11] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 21:23:27] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 21:25:05] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 21:30:47] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 21:31:22] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-21 21:34:31] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 2 warnings left. Your current score is 2.8.
[2024-12-21 21:38:57] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 1 warnings left. Your current score is 5.6.
[2024-12-21 21:39:08] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 0 warnings left. Your current score is 8.399999999999999.
[2024-12-21 22:18:19] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-22 22:20:18] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-22 22:20:40] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 2 warnings left. Your current score is 3.0.
[2024-12-22 22:20:47] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295> has 3.0 warning(s).
[2024-12-22 22:20:57] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 1 warnings left. Your current score is 6.0.
[2024-12-22 22:21:03] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295> has 6.0 warning(s).
[2024-12-22 22:26:26] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-22 22:30:42] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-22 22:30:52] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 2 warnings left. Your current score is 3.0.
[2024-12-22 22:31:00] [WARNING ] discord: Message from Clash Bot#2333: <@1318969799534972929> has 0 warning(s).
[2024-12-22 22:31:05] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295> has 0 warning(s).
[2024-12-22 22:31:25] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a warning! Strong inappropriate language is not tolerated. You have 1 warnings left. Your current score is 5.2.
[2024-12-22 22:31:31] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295> has 0 warning(s).
[2024-12-22 22:32:13] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-22 22:32:54] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a warning! Strong inappropriate language is not tolerated. You have 2 warnings left. Your current score is 2.2.
[2024-12-22 22:33:01] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295> has 1 warning(s).
[2024-12-22 22:35:25] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-12-22 22:35:30] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295>, this is a serious warning! Severe inappropriate language will not be tolerated. You have 2 warnings left. Your current score is 3.0.
[2024-12-22 22:35:35] [WARNING ] discord: Message from Clash Bot#2333: <@674721058385035295> has 2 warning(s).
